record_id,slug,template_auto
rectfNi1wl2HKEJRt,reinvestirovatdokhody2,template_2
recVUl9vyYbOKhYRR,reinvestirovatkapital,template_3
recwTZ1ViBRW2Lhuw,remontinvestitsii,template_4
rec08vY4EAJKyicWN,reytingzpifov,template_5
recSRbunuiCmBJPwn,riskbankrotstva,template_6
rectP4f6msgSPg1SB,riskizpif,template_1
recnpsxb8WLK20J5t,riskizpifa,template_2
recouSbxztGdg5ul2,riskovannyeinvestitsii,template_3
recPb8eO0CPQ45rKi,rukovodstvoinvestitsiyam,template_4
reczD3j9yBMZC8FQu,samyebezopasnye,template_5
recLy7VVv33zBFqZq,samyenadezhnye,template_6
recLWGIHWDg1Ic1de,sanktsiiinvestitsii,template_1
recYFxNlB0Ud7WgX1,sbalansirovannyyinvestitsionny,template_2
recAlhlJICThBazgM,schetbanke,template_3
recXPA6ANmlDzc2ej,sdelkizpif,template_4
recoW02HPVsIXvHj6,semeynoeupravlenie,template_5
recOTr4oQNmD4iM5b,semeynyykapital,template_6
recKQTYaSMfGuupaA,sferadeyatelnosti,template_1
reccFU99spAfmEFCm,sformirovatkapital,template_2
recZv8BH2zfRVtiOM,skolkozarabatyvayut,template_3
rec1KPCNpdjNpIg96,sleditzpif,template_4
rec7oXeDKU4FUy3Pi,sluzhbafinansovoy,template_5
recJNNzsqwjF30E87,snizhenieobema,template_1
recxAKiYeGZcX21js,sobratportfel,template_2
recao1lxYiJv5lKhd,sokhranitdengi,template_3
recuKhRborzWLB4YL,sokhranitdengi1,template_4
recFTu6Vm63Q2cfTk,sokhranitdokhodnost,template_5
reclwG8dewlqvsh3V,vlozheniefondy,template_6
recFR41vH6Rk1UDq8,vlozheniekapitala,template_1
recY6IIooKJTODppm,vlozheniekapitala1,template_2
recSW9ie8VGyws1cH,vlozheniekapitala2,template_3
recsmh83bKaxYgrob,vlozheniekapitala3,template_4
rec4AgwOvcGMr9j9d,vlozheniekapitala4,template_5
rec6UeiyPQiJMpfP1,vlozheniekapitala5,template_6
recvFOHGrZjgwAkTu,vlozheniekapitala6,template_1
recaA1rHhAyduBmsF,vlozheniekapitala7,template_2
rech8yVHoycNmeIIV,vlozheniekapitala8,template_3
recIQyGzpsXLnx3IC,vlozheniekapitala9,template_4
rec3WzaH8mIsn2ZoX,vlozheniekapitala10,template_5
recL5msE0h8f7dCMG,vlozheniekapitala11,template_6
recEfElAEMQcKDOz0,vlozheniekapitala12,template_1
recE8tJ7ZYzLNfMR7,vlozheniekapitala13,template_2
recKQ0LHiAtAkJjBC,vlozheniekapitala14,template_3
rec1ZdrGWNllSt4Tx,vlozheniekapitala15,template_4
rec0dzkUbZFRarh5u,vlozheniekapitala16,template_5
recc2PJAOAsoGwaTh,vlozheniekapitala17,template_6
reckaPYIefaJdr8vN,vlozheniekvalov,template_1
recKXKsc0gvZmqww9,vlozhenieposle,template_2
recC3Im1dez1wyirF,vlozheniesredstv,template_3
reciXzPbPct5XYhio,vlozheniesredstv1,template_4
rect5G3c02Ihdd0jf,vlozheniestartap,template_5
recllEiUWfDNrjoFs,vlozheniyacherez,template_2
recYC6RMA4poNwx2E,vlozheniyagarantirovannoy,template_4
recxqc33iVzXH9wiD,vlozheniyavremenno,template_5
recIN9l0pk5RQyX59,vlozheniyazagorodnuyu,template_6
recewUOneAilajsrn,vlozheniyazpif,template_1
recmbpHV2WHAEFYuT,vlozhitchtoby,template_3
reco7hNc295gWhGsv,vlozhitchtoby1,template_4
recvHc0W9wWlAoCBO,vlozhitdengi,template_5
recdaYwnSQq8IYfLK,vlozhitdengi1,template_6
recaBXD0WaGXdfE7E,vlozhitdengi2,template_1
recG2qaCx68dpgyNi,vlozhitdengi3,template_2
recAPxrQWHiVBYjA0,vlozhitdengi4,template_3
recb2wWdVSVeR20iM,vlozhitdengi5,template_4
rec0291l9e3xsLE5a,vlozhitdengi6,template_5
receweKpZgSUTHFbF,vlozhitdengi7,template_6
recRGJoROSmxaKkir,vlozhitdengi8,template_1
rec20L4MtSjgIQF1I,vlozhitdengi9,template_2
recDPiJ4zGToHQp9X,vlozhitdengi10,template_3
recaIGG2EyAromYL8,vlozhitdengi11,template_4
rec1J7XPR94gEYkvY,vlozhitdengi12,template_5
rec4zIqWuh7O2z8hL,vlozhitdengi13,template_6
recTwBAKdCVudZbvZ,vlozhitdengi14,template_1
recFWf9GsPvm1hlls,vlozhitdengi15,template_2
recuu5srXOjv9TNM3,vlozhitdengi16,template_3
recywZ4gJ7KicjBDC,vlozhitdengi17,template_4
recOQ4z7B7Hpm6aen,vlozhitdengi18,template_5
rec9zgnAc2JR9Vhev,vlozhitdengi19,template_6
recUTm2jtQq95J1zI,vlozhitdengi20,template_1
reclYO4MW8s81aNZT,vlozhitdengi21,template_2
recprKJVJThmKWzGl,vlozhitdengi22,template_3
recyKWZIMsdHhkiG2,vlozhitdengi23,template_4
recvKM3UlJXlED9Hw,vlozhitdengi24,template_5
recCJyoN9gu5NSWZE,vlozhitdengi25,template_6
reczjuTzn8MXQe4Xp,vlozhitdengi26,template_1
recCEi1LzvWXjnxz4,vlozhitdengi27,template_2
recFvSkM9BhvqeoMS,vlozhitdengi28,template_3
recHDVzaufYLDF7Gz,vlozhitdengi29,template_4
rechsxWCWYn4T9kLv,vlozhitdengi30,template_5
recgwaSyQGZgNnnpv,vlozhitdengi31,template_6
rec5BtauYwvy6Ei2Q,vlozhitdengi32,template_1
reck98IpHSGiUxiuy,vlozhitdengi33,template_2
recJLI64jC6GAyI5X,vlozhitdengi34,template_3
recm3SukD3uMNclAA,vlozhitdengi35,template_4
rectjEQ4ii0dsuw7c,vlozhitdengi36,template_5
recKKBH4EH1RG3IHD,vlozhitdengi37,template_6
recvM57Jr3ZfFregg,vlozhitdengi38,template_1
recNKwRvuSGDMIPY0,vlozhitdengi39,template_2
recOmHPzi3eVc33DR,vlozhitdokhod,template_3
rec7dweCCP1DVnQiL,vlozhitdokhod1,template_4
recUUAV7POv0wQAAs,vlozhitdokhod2,template_5
recDi9QE9RVf6HPNR,vlozhitdokhod3,template_6
rec8JbWuro3ogvGI8,vlozhitdokhod4,template_1
recCnQVa18QgYi4Zl,vlozhitkapital,template_5
reczdXOuk8VGmlhjz,vlozhitkapital1,template_6
recmsbh2D4bQNV1iT,vlozhitkapital2,template_1
recyj6FkndCQviMIX,vlozhitkapital3,template_2
recUFKuHIwUNDeAm5,vlozhitmillionov,template_5
rec1S5SYM4zKPfwhp,vlozhitmln,template_6
recY4wLnzsfl16g1V,vlozhitmln1,template_1
recGN6lFwJPIuLYds,vlozhitmln2,template_2
rec4Pn2eLIYAQUQbA,vlozhitmln3,template_3
recoAwsfjCddd9LjG,vlozhitmln4,template_4
recOX2YeXJlEvQMZs,vlozhitmln5,template_5
recASFjZqtDJQz2HN,vlozhitmln6,template_6
rec883GWWcamjd1gM,vlozhitmln7,template_1
reczZQtG6S5Jl2a1F,vlozhitmln8,template_2
recIA3mX432FBnAYz,vlozhitmln9,template_3
rec08bcAXU3oGFAIK,vlozhitmln10,template_4
recO4xmoJWbV4jzek,vlozhitmln11,template_5
recTXsMNdT1K5GNLV,vlozhitmln12,template_6
reciYYPGU1LCEO5C6,vlozhitmln13,template_1
rec5LprWEhcES6G7I,vlozhitnasledstvo,template_2
recpn8hXFshSWhUFw,vlozhitnasledstvo1,template_3
recgtMCirwFIjyJxW,vlozhitnestabilnom,template_4
recCKPin0l60aEong,vlozhitoslablenii,template_5
rec6Z4JF1tVIPrqgR,vlozhitpassivnyy,template_6
recn54gosdCvJtVr4,vlozhitpensiyu,template_1
recpOpC66RVmatDBT,vlozhitpervye2,template_2
recKy8XjDrlKDTQrE,vlozhitpod,template_3
recX4DNqb5RpY5ozD,vlozhitposle,template_4
reciKoByNf9Oeat9x,vlozhitposle1,template_5
recMJy1ODYQZfSC1M,vlozhitposle2,template_6
recNgmu8hxbh0Q7Ow,vlozhitposle3,template_1
recF24Irc0znTHEW0,vlozhitposle4,template_2
recd9EoqwVTO0W1TR,vlozhitposle5,template_3
recqXsJbZAFsbGqTh,vlozhitposle6,template_4
recMNOY2Uokt4ginR,vlozhitposle7,template_5
recaZ5g0NJLLvwNXx,vlozhitposle8,template_6
recTNpFGyJxhNSsFZ,vlozhitposle9,template_1
recA6naJIcuiyS36b,vlozhitposle10,template_2
reckGNaK8ozDbjKgL,vlozhitposle11,template_3
rec2VyVtDhyauVnzh,vlozhitposle12,template_4
rec5FGbZm3wWQ40kU,vlozhitposle13,template_5
recUdX3CylxS2w997,vlozhitrealnyy,template_6
recWVWLdmz3t0M4wC,vlozhitrossii,template_1
recTEDbBlyBhUSGkm,vlozhitrubli,template_2
recBkXRd4NeTCxkHR,vlozhitsanktsiyakh,template_3
recFMPfT1bakBzZaB,vlozhitsredstva,template_5
recg1BKmYzKhLrkFl,vlozhitsredstva1,template_6
recKqziNBeuTBIRJn,vlozhitstavke,template_1
rec6x6zCnOjfWgvkO,vlozhitsvobodnye,template_2
recwuT04IsZ01yKX3,vlozhitvalyutu,template_4
recG9uAq2qr5JnGl9,vlozhitzpif,template_5
recrbi3PR76s5huaB,vlozhitzpif1,template_6
rec4TfuLpzfgmxwIk,vlozhitzpif2,template_1
rec7Iqu2yt6a0t6vQ,vnestiinvestitsii,template_2
rechD9j1Dt2uVfCzD,vozmozhnostinvestirovat,template_3
recWpCzexjEeOEgDa,vozmozhnostiprivlecheniya,template_4
recv4Es7jXz4FqkbP,vyberiteobekty,template_5
rec50vmUOYvPFU3bf,vyberitevernoe,template_6
recvP9iooKSNChnKV,vybratdokhode,template_1
recG53mI381NQaVlX,vybratdom,template_2
rec0gKpQz4eyOIBCm,vybratfond,template_3
recuybvkbA6wvh1y1,vybratklyuchevoy,template_4
recADn950uy2z85kt,vybratkurs,template_5
recmnbGnYn8rMNgRG,vybratnovichku,template_1
recyMgQAI5jw9Hkma,vybratpokupku,template_3
recNCrwXNasfw22ko,vybratpokupku1,template_4
recmtaPJmHVVejUWv,vybratsemi,template_5
recRbYDC4dPdZ1Ceo,vybratvenchur,template_1
reckjbP03yXU2c7aI,vybratvmesto,template_2
recCRu9YeQu30DSg5,vybratzarubezhnyy,template_3
recKe4sniuou9905b,vybratzpif,template_4
recMlPY0FKojdt9PE,vybratzpif1,template_5
recEipTLFrUDlfwJm,vygodneefond,template_6
recNKhFxx2lR1heum,vygodneestudiya,template_1
recsHOFwyi8Tpf6JD,vyytizakrytogo,template_6
recCYPjvpVOMJUH27,zpifprotiv7,template_4
reclLtUemqDvNvs1N,zpifyplavayushchey,template_2
